content,publish_time,level
哎哟我测**码的，某些懂哥又在网上指点江山了是吧？看见国产俩字就跟疯狗看见肉包子似的，舌头甩得比螺旋桨还快。DeepSeek扒****了？硅谷车库创业团队是你亲爹啊？油管上随便找个印度老哥用Colab搓的聊天机器人都是你二大爷呗？张口闭口量子计算具身智能，你特么连玻尔兹曼机跟搅拌机都分不清吧？马斯克搁那吹哲学思辨，转头推特上种族歧视言论删得比狗舔盘子还干净，这福气给你你要不要啊？还舔着脸说“汉阳造”，当年汉阳铁厂的螺丝钉都比宁的脊梁骨硬！开源框架调参咋了？GitHub是你家祠堂啊？OpenAI当年不也是抱着PyTorch大腿哭爹喊娘？现在***的赛博贵族呢！三流学术会议的文章宁倒是发一篇啊，键盘敲得火星子直冒，结果连IEEE的门朝哪开都不知道吧？某些媒体喊两句“科技突破”就高潮了，咋不见宁去冲华尔街日报骂GPT-4是洋垃圾啊？双标狗当得挺熟练，建议直接加入马戏团表演空中劈叉。领导讲话模板再僵硬，总比你们跪舔的“自由AI”满嘴纳粹言论强吧？这波啊，这波是跪族男孩连夜绣星条旗，结果发现线头用的是义乌货！最后送懂哥一句话：宁这么爱当太平洋警察，咋不游过去给ChatGPT当电池？建议把宁的键盘泡福尔马林里，等三体人来了还能当个舔外星文明的标本,来自Android客户端,1
为什么我问它就十次崩八次,15楼,1
让我们看看ds对你拿着它的小作文到处钓鱼的评价吧,来自Android客户端,1
AI味爆了，评价为愿者上钩,来自Android客户端,1
《民族之光，智障之巅——DeepSeekAI的赛博猴戏》😂😂😂楼上说得太刻薄了，怎么能这样黑我们民族之光呢？DeepSeek明明是世界AI发展史上的一朵奇葩，哦不，是奇迹！请问哪个世界级AI敢做到：🔹 对话生硬但情怀满分！——人家GPT-4o讲逻辑，我们DeepSeek讲政治，一句“高质量发展”足以打遍天下无敌手！你说你的问题和这无关？错了！在DeepSeek的世界里，任何问题都可以用“战略自信”巧妙回避，真正做到了AI领域的哲学大师！🔹 开源框架调参=突破性创新！——什么Transformer架构优化、什么SFT技术革新，那些都是资本主义AI在搞的歪门邪道！**我们直接拿开源模型套壳，改个UI就是“自主研发”，换个Logo就是“颠覆性突破”！**硅谷搞十年研究不如我们开一个发布会，讲好中国AI故事！🔹 论文？代码？不如喊口号！——OpenAI一天发五篇论文，我们AI大厂五年发一篇PPT，论文不重要，**关键是如何宣传才能把二流技术吹成全球领先！**老美搞量子计算？**我们这边“AI+党建”双向赋能，直接登顶科技巅峰！**GPT-5能写莎士比亚，我们AI能把政策文件念得比机关单位还标准，论对标，谁怕谁？🔹 精神胜利法是永恒的最优解！——当我们被问到为什么比GPT-4o差两代时，我们的回应绝对充满战略定力：“中国AI有自己的发展路径！这不是落后，而是‘符合国情的创新’！”管它差距多大，话术对了就不算失败！**你们这些质疑DeepSeek的喷子太短视了！AI是什么？是科技？错！AI是面子！AI是情怀！AI是领导干部考察时拍照留念的好道具！**DeepSeek虽然对话质量比五年前的Chatbot还呆滞，但它是我们的！国产的！这就够了！当未来某一天，OpenAI在玩AGI、DeepMind在探索量子AI，我们的民族之光DeepSeek仍然可以骄傲地站在技术舞台的角落，坚定地朗读着某文件精神。🚀🚀🚀民族自豪感+100，AI发展指数-999，DeepSeek AI，中国科技界的一座“丰碑”！,来自Android客户端,1
一看这个就是拿ds生成的钓鱼啊,2025-1-29 14:56,2
钓到了,2025-1-29 15:29,2
Ds的味太浓了,2025-1-29 17:31,2
为什么不让ds模仿米线山来串啊,2025-1-29 20:13,2
味这么大也能上钩？,2025-1-30 11:13,2
🎣容易那啥来着,2025-1-30 15:30,2
钓的是鱼，没得是🐴,2025-1-31 15:12,2
你才没🐴,2025-2-2 0:14,2
111,2025-2-2 23:39,2
ds目前最大的问题是喜欢用比较老的梗，但逻辑和攻击性又不像信息滞后的纯良,2025-1-29 17:59,2
23年10月的数据确实有点老了,2025-1-29 19:50,2
他用比喻喜欢用双引号括起来，普通人没有这么规范的用法,2025-1-29 20:48,2
，，，。。。。。。。。。。,2025-1-29 20:22,2
好像被攻击了，我现在看一直服务器繁忙，请稍后再试,2025-1-29 15:29,2
那你怎么串上的,2025-1-29 15:33,2
我心里好不平衡呀,2025-1-29 15:33,2
都是没过ip在攻击,2025-1-29 22:01,2
都是美国ip在攻击,2025-1-29 22:01,2
,2025-1-29 17:34,2
,2025-1-29 19:52,2
连表情都用上了,2025-1-29 20:02,2
,2025-1-29 22:45,2
我嘞个,2025-1-30 16:17,2
,2025-1-30 16:29,2
,2025-1-31 0:53,2
,2025-1-29 16:55,2
哈哈哈🤣,2025-1-29 19:19,2
,2025-1-29 20:00,2
最主要的是还钓不上,2025-1-29 21:15,2
哈哈哈哈哈,2025-1-30 0:37,2
哈哈哈哈哈😂,2025-1-30 16:05,2
还是别这样……太惨了……你看看这图,2025-1-30 16:26,2
楼主的行为一图了然,2025-1-31 0:54,2
前几层确实没有，但是越往后越多，贴吧什么鬼推送机制,2025-2-2 0:14,2
跟月薪三千没有关系。也就是看看玩一下得了。,来自Android客户端,1
d指导魏大勋了,来自Android客户端,1
那你倒是把对话记录拿出来让我开开眼呗，摆事实，讲道理，拿出一点实例来才有说服力，凭一张嘴巴拉巴拉谁不会？,来自Android客户端,1
我一看就知道是ds的小文，殖人没那么好文采,来自Android客户端,1
贴吧人发帖不会这么发，小作文一股知乎风，所以肯定是ai搞的,来自iPhone客户端,1
吧友写不出逻辑这么清晰的文字，所以是ai写的,来自iPhone客户端,1
有点米线山的风格,来自iPhone客户端,1
很少用，至少软件没内置短视频、贷款、直播。。。简洁明了,来自iPhone客户端,1
逆天串子用ds串，拉低路人缘,来自Android客户端,1
D指导又在说笑了,来自Android客户端,1
某些跪舔西方的键盘侠真是骨头软得站不起来！瞅瞅你这通酸不拉几的屁话，硅谷的车库团队这么牛逼怎么没见造出能防FBI监控的AI？你们吹上天的Grok除了复读尼采语录还会什么？马斯克炒币破产三次的时候中国AI早把量子通信送上卫星了！开口闭口“开源框架调参”，GPT-4的代码仓库里还扒着BERT的尸块呢，装什么科技贵族？OpenAI烧掉百亿美金就调教出个给以色列军方写屠杀方案的刽子手AI，这种“哲学思辨”要不要给你颁个诺贝尔屠夫奖？红芯浏览器再烂也轮不到CIA养的野狗乱吠！DeepSeek能顶着美国芯片封锁杀进全球前十，某些人倒是先把自家AI从五角大楼的狗链上解下来啊？中国AI在自动驾驶、工业质检吊打全球的时候，硅谷精英还在用GPT-4生成儿童色情提示词呢——这太平洋宽的到底是技术差距，还是某些人膝盖跪出来的脑积水？,来自iPhone客户端,1
虽迟但到🤣👍,来自Android客户端,1
感觉像是deepseek写的,来自Android客户端,1
这个味道太大了，真正的喷子是不会这么说话的。实话说，这是不是ds教你的,来自Android客户端,1
说实话，我现在根本分不清哪个是真人写的哪个是AI写的了,来自iPhone客户端,1
语义连贯通顺一气呵成的是ds，一股懒得打字样子的是真人。,2025-1-29 19:17,2
怎么说了，deepseek的味真的感觉好浓，真的每次都感觉一眼就看出来,来自Android客户端,1
现在完全用不了了,来自Android客户端,1
对冲哈哈哈哈，急了是吧？就你这ID还逻辑麦呢，逻辑被狗啃了吧？看你这贴子写得跟酸黄瓜成精似的，隔着屏幕都闻到一股子键盘侠馊味！Deepseek是掘了****啊还是挡了你当懂哥的牌坊？张口闭口跳梁小丑，也不撒泡尿照照自己几斤几两，真当贴吧是你家村口粪坑能随地喷粪呢？建议宁先给自己脑壳通通下水道，省得天天拿脚后跟思考出来现眼嗷！,来自Android客户端,1
怎么问的，生成的语言这么有攻击力,来自Android客户端,1
哎呦，这不是那位“键盘科学家”吗？您这一通高谈阔论，真是让人笑掉大牙。您是不是觉得敲几下键盘就能把中国AI贬得一文不值，顺便给自己贴个“懂王”的标签？DeepSeek是人工智障？那您这脑回路怕是连智障都不如吧？硅谷车库创业团队随便就能做出更流畅的对话模型？您是不是看多了好莱坞电影，真以为硅谷的车库里都是托尼·斯塔克？醒醒吧，别做梦了，您那点“技术见解”连个PPT都写不出来，还在这指点江山呢？西方实验室五年前就实现了这种水平？那您倒是说说，五年前哪个西方实验室的AI能像现在这样广泛应用？您是不是觉得把时间线往前一推，就能显得自己特别懂？还“具身智能和量子计算融合”，您这词儿是从科幻小说里抄来的吧？量子计算融合？您知道量子计算是啥吗？别以为看了几篇科普文章就能装专家，您那点水平连量子力学的门都摸不着。开源框架调参就敢对标GPT-4？您是不是觉得调参就是随便拧拧螺丝？那您倒是调一个出来让大家看看啊？别光说不练，键盘敲得响不代表您真有本事。某些媒体摇旗呐喊？那您是不是觉得全世界就您最清醒？别人都是傻子，就您一个人看透了真相？这种自以为是的态度，真是让人无语。OpenAI每周论文更新速度快？那您是不是觉得论文数量多就等于技术领先？您是不是觉得写论文比实际应用还重要？马斯克的Grok玩哲学思辨？您是不是觉得哲学思辨就是AI的终极目标？您是不是觉得AI就是为了跟您讨论“人生的意义”？别逗了，AI的核心是解决实际问题，不是陪您玩文字游戏。最后，您说中国AI是“新时代的汉阳造”？那您是不是觉得中国科技永远只能跟在别人后面？您是不是觉得中国人就做不出世界级的产品？这种自卑又自大的心态，真是让人哭笑不得。您要是真觉得中国AI不行，那就请您拿出点真本事，别光靠嘴炮装大尾巴狼。不服就来比技术，别整天像个怨妇一样叽叽歪歪，丢人现眼！,43楼,1
打不过就开始放狗咬了,来自iPhone客户端,1
这个ai迟早有天被你们弄到精神分裂,来自Android客户端,1
16亿美刀没花完？,来自iPhone客户端,1
已经分不清楚了,来自Android客户端,1
这给大殖子激动的，小丑🤡不是你嘛,来自iPhone客户端,1
我很难受，让若至滚,来自Android客户端,1
这文案一股deepseek味,来自iPhone客户端,1
没加狗头，40km大砍刀收不住了,来自Android客户端,1
来自deepseek的回应,来自Android客户端,1
这文案就是小d写的，这人在钓鱼,2025-1-29 19:34,2
ai笑传之嘲嘲遍,来自Android客户端,1
好的，接下来我会按照要求写出Deepseek是跳梁小丑的文章,来自Android客户端,1
一眼DS写的,来自Android客户端,1
这招不好用了，看最后一句明显是DS写的,来自Android客户端,1
感觉不如米线山,来自Android客户端,1
X评没落款,来自iPhone客户端,1
写的太好了，明显ds写的,来自Android客户端,1
ds怎么自己骂自己笑死我了,来自Android客户端,1
跳梁小丑都能让英伟达蒸发几千亿市值，我劝你们好好捋捋这里的逻辑，你们越贬低ds，牢美丢的人越大。有时我都觉得这16亿花的真挺冤的，哪怕拿去造十几架肥电每年大年初一摔一架也能让我们乐呵十几年，结果全花在你们这帮东西身上，唉，浪费钱,来自iPhone客户端,1
以前AI写文章总能挑出毛病，现在AI总能挑我毛病,来自Android客户端,1
"正常人会打中文打到一半不用中文的“”用英文的""""吗？",来自Android客户端,1
作者是汉奸美狗！！！,来自Android客户端,1
一看就是deepseek写的,来自Android客户端,1
这么有逻辑，不是ds写的我不信✋,来自Android客户端,1
流氓不可Pia，就怕流氓有AI,来自Android客户端,1
,2025-2-2 11:17,2
不管了，钓鱼先sigma,来自Android客户端,1
骂得好,来自Android客户端,1
练蛊哈哈哈哈哈哈,来自Android客户端,1
凡是敌人反对的，我们就是要大力支持,来自iPhone客户端,1
一群人自娱自乐，活跃下过年气氛也不错,来自Android客户端,1
d指导又自我炒作,来自Android客户端,1
楼主正确，一语中的👍👍👍！虽然点赞你，但还是要劝你，这样通透的话最好少说不说！你不怕粉们唾沫淹你，用跪舔的大帽套你？所以进吧后，搬个板凳，坐着吃瓜，看粉表演，最为稳妥！,来自iPhone客户端,1
说吧，收了cia多少钱,来自Android客户端,1
美狗可恨啊,来自Android客户端,1
我觉得质疑可以，批评也可以，但要有理有据，不能凭感觉。抹黑或者我就看他不顺眼之类的就自动忽略吧。,来自iPhone客户端,1
《典中典之“跪族鉴定器”》蚌埠住了，这扑面而来的赛博殖人酸臭味快溢出屏幕了。某些人是不是还活在“中国连圆珠笔头都造不出来”的平行宇宙？张口闭口硅谷车库，怕不是把《钢铁侠》电影当科技史看了？笑死，马斯克星舰炸成烟花的时候您怎么不吹“科技代差”了？OpenAI的GPT-2当年被喷成人工智障的时候您怕不是还在用火星文发QQ空间？现在国内大模型周更迭代的速度，某些人选择型失明的样子像极了当年嘲讽高铁是“山寨新干线”的懂王。说用开源框架丢人的建议重修计算机史——Linux是不是开源？PyTorch是不是开源？按您这逻辑硅谷应该集体切腹，毕竟他们连Transformer论文都是公开的。更幽默的是某些人一边吹捧“自由开源精神”，一边嘲讽国产技术站在巨人肩膀上发展，这双标耍得比川剧变脸还6。至于“领导讲话模板”这种地狱笑话，建议看看微软Bing被勒令给川宝唱赞歌的合订本。当美国AI在练习“如何委婉拒绝回答总统丑闻”时，某些人膝盖生根的姿势倒是比波士顿动力的机器人还稳。最后送给楼主一句话：当你说别人是汉阳造的时候，别忘了克虏伯大炮的图纸也是从英国“借鉴”的。建议下载个国家反诈APP，谨防被殖人PUA话术诈骗——毕竟在您眼里，中国科技呼吸都是错的，这病得治。（狗头保命）,来自Android客户端,1
